Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,SPARK-28224,13242623,Check overflow in decimal Sum aggregate,mickjermsurawong-stripe,mickjermsurawong-stripe,Major,Resolved,Fixed,01/Jul/19 23:51,20/Aug/19 00:49,
Bug,SPARK-27539,13229337,Fix inaccurate aggregate outputRows estimation with column containing null values,pengbo,pengbo,Major,Resolved,Fixed,22/Apr/19 08:16,19/Aug/19 03:54,
Bug,SPARK-28153,13241370,Use AtomicReference at InputFileBlockHolder (to support input_file_name with Python UDF),hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,25/Jun/19 01:01,19/Aug/19 03:23,
Bug,SPARK-28606,13248675,Update CRAN key to recover docker image generation,dongjoon,dongjoon,Blocker,Resolved,Fixed,02/Aug/19 22:48,19/Aug/19 03:22,
Bug,SPARK-28647,13249506,Recover additional metric feature and remove additional-metrics.js,sarutak,sarutak,Major,Resolved,Fixed,07/Aug/19 18:24,19/Aug/19 02:56,
Bug,SPARK-28766,13251385,Fix CRAN incoming feasibility warning on invalid URL,dongjoon,dongjoon,Major,Resolved,Fixed,17/Aug/19 10:35,18/Aug/19 05:36,
Bug,SPARK-28474,13246350,Lower JDBC client cannot read binary type,yumwang,yumwang,Major,Resolved,Fixed,22/Jul/19 15:15,17/Aug/19 08:44,
Bug,SPARK-28757,13251193,File table location should include both values of option `path` and `paths`,Gengliang.Wang,Gengliang.Wang,Major,Resolved,Fixed,16/Aug/19 08:28,16/Aug/19 14:32,
Bug,SPARK-28706,13250423,Allow upcast from null type to any types,jiangxb1987,jiangxb1987,Minor,Resolved,Fixed,13/Aug/19 05:34,13/Aug/19 12:42,
Bug,SPARK-28497,13246749,Disallow upcasting complex data types to string type,Gengliang.Wang,Gengliang.Wang,Minor,Resolved,Fixed,24/Jul/19 08:06,13/Aug/19 05:33,
Bug,SPARK-28638,13249175,Task summary metrics are wrong when there are running tasks,Gengliang.Wang,Gengliang.Wang,Major,Resolved,Fixed,06/Aug/19 17:01,12/Aug/19 18:54,
Bug,SPARK-28677,13249858,"""Select All"" checkbox in StagePage doesn't work properly",sarutak,sarutak,Major,Resolved,Fixed,09/Aug/19 09:59,10/Aug/19 21:55,
Bug,SPARK-28163,13241441,Kafka ignores user configuration on FETCH_OFFSET_NUM_RETRY and FETCH_OFFSET_RETRY_INTERVAL_MS,gsomogyi,gsomogyi,Major,Resolved,Fixed,25/Jun/19 10:17,09/Aug/19 10:24,
Bug,SPARK-28537,13247482,DebugExec cannot debug broadcast or columnar related queries.,sarutak,sarutak,Major,Resolved,Fixed,27/Jul/19 17:07,09/Aug/19 04:31,
Bug,SPARK-28572,13247974,Add simple analysis checks to the V2 Create Table code paths,brkyvz,brkyvz,Major,Resolved,Fixed,31/Jul/19 01:01,09/Aug/19 04:09,
Bug,SPARK-28470,13246249,Honor spark.sql.decimalOperations.nullOnOverflow in Cast,mgaido,cloud_fan,Major,Resolved,Fixed,22/Jul/19 07:41,08/Aug/19 02:43,
Bug,SPARK-28331,13244067,Catalogs.load always throws CatalogNotFoundException on loading built-in catalogs,Gengliang.Wang,Gengliang.Wang,Major,Resolved,Fixed,10/Jul/19 09:59,07/Aug/19 23:19,
Bug,SPARK-26152,13200168,Synchronize Worker Cleanup with Worker Shutdown,ajithshetty,dongjoon,Critical,Resolved,Fixed,23/Nov/18 02:21,07/Aug/19 21:07,
Bug,SPARK-28445,13245976,Inconsistency between Scala and Python/Panda udfs when groupby with udf() is used,viirya,skonto,Major,Resolved,Fixed,19/Jul/19 11:51,07/Aug/19 01:00,
Bug,SPARK-28584,13248153,Flaky test: org.apache.spark.scheduler.TaskSchedulerImplSuite,vanzin,vanzin,Minor,Resolved,Fixed,31/Jul/19 16:51,02/Aug/19 16:46,
Bug,SPARK-28156,13241375,Join plan sometimes does not use cached query,viirya,bersprockets,Major,Resolved,Fixed,25/Jun/19 01:48,01/Aug/19 20:51,
Bug,SPARK-28520,13247232,WholeStageCodegen does not work property for LocalTableScanExec,sarutak,sarutak,Minor,Resolved,Fixed,26/Jul/19 07:30,30/Jul/19 23:58,
Bug,SPARK-28441,13245899,PythonUDF used in correlated scalar subquery causes UnsupportedOperationException ,viirya,huaxingao,Major,Resolved,Fixed,19/Jul/19 00:35,28/Jul/19 22:51,
Bug,SPARK-28518,13247220,Fix StatisticsCollectionTestBase#getDataSize refer to ChecksumFileSystem#isChecksumFile,yumwang,yumwang,Major,Resolved,Fixed,26/Jul/19 06:07,26/Jul/19 21:52,
Bug,SPARK-28365,13244585,Fallback locale to en_US in StopWordsRemover if system default locale isn't in available locales in JVM,viirya,viirya,Major,Resolved,Fixed,12/Jul/19 11:09,26/Jul/19 03:17,
Bug,SPARK-28511,13246983,Get REV from RELEASE_VERSION instead of VERSION,dongjoon,dongjoon,Minor,Resolved,Fixed,25/Jul/19 07:28,25/Jul/19 17:59,
Bug,SPARK-26845,13214445,Avro to_avro from_avro roundtrip fails if data type is string,,gsomogyi,Major,Closed,Not A Problem,07/Feb/19 19:38,24/Jul/19 05:44,
Bug,SPARK-27159,13221637,Update MsSqlServer dialect handling of BLOB type,lipzhu,lipzhu,Minor,Resolved,Fixed,14/Mar/19 10:07,24/Jul/19 02:13,
Bug,SPARK-28346,13244230,"clone the query plan between analyzer, optimizer and planner",cloud_fan,cloud_fan,Major,Resolved,Fixed,11/Jul/19 06:46,23/Jul/19 16:06,
Bug,SPARK-28455,13246089,Executor may be timed out too soon because of overflow in tracking code,vanzin,vanzin,Major,Resolved,Fixed,19/Jul/19 22:19,22/Jul/19 21:36,
Bug,SPARK-28369,13244616,Check overflow in decimal UDF,mgaido,mickjermsurawong-stripe,Minor,Resolved,Fixed,12/Jul/19 13:46,22/Jul/19 07:01,
Bug,SPARK-28458,13246110,CLONE - do not leak SaveMode to file source v2,,cloud_fan,Blocker,Resolved,Invalid,20/Jul/19 07:31,20/Jul/19 07:38,
Bug,SPARK-28359,13244519,Make integrated UDF tests robust by making them no-op,hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,12/Jul/19 05:29,18/Jul/19 04:59,
Bug,SPARK-27027,13219044,from_avro function does not deserialize the Avro record of a struct column type correctly,,hluu,Minor,Resolved,Duplicate,02/Mar/19 00:36,17/Jul/19 12:09,
Bug,SPARK-28201,13242112,Revisit MakeDecimal behavior on overflow,mgaido,mgaido,Major,Resolved,Fixed,28/Jun/19 08:13,16/Jul/19 15:41,
Bug,SPARK-28404,13244996,Fix negative timeout value in RateStreamContinuousPartitionReader,gsomogyi,gsomogyi,Minor,Resolved,Fixed,15/Jul/19 14:41,15/Jul/19 22:01,
Bug,SPARK-28150,13241322,Failure to create multiple contexts in same JVM with Kerberos auth,vanzin,vanzin,Minor,Resolved,Fixed,24/Jun/19 18:39,15/Jul/19 17:37,
Bug,SPARK-28371,13244658,"Parquet ""starts with"" filter is not null-safe",vanzin,vanzin,Major,Resolved,Fixed,12/Jul/19 17:26,13/Jul/19 18:44,
Bug,SPARK-28354,13244458,Use JIRA user name instead of JIRA user key,dongjoon,dongjoon,Major,Resolved,Fixed,11/Jul/19 21:15,12/Jul/19 13:57,
Bug,SPARK-28337,13244107,"spark jars do not contain commons-jxpath jar, cause ClassNotFound exception",,yanlin-Lynn,Major,Resolved,Not A Problem,10/Jul/19 12:58,11/Jul/19 13:47,
Bug,SPARK-28342,13244202,Replace REL_12_BETA1 to REL_12_BETA2 in PostgresSQL SQL tests,hyukjin.kwon,hyukjin.kwon,Trivial,Resolved,Fixed,11/Jul/19 01:49,11/Jul/19 02:06,
Bug,SPARK-28323,13244009,PythonUDF should be able to use in join condition,viirya,viirya,Major,Resolved,Fixed,10/Jul/19 04:16,11/Jul/19 00:46,
Bug,SPARK-28157,13241391,Make SHS clear KVStore LogInfo for the blacklisted entries,dongjoon,dongjoon,Blocker,Resolved,Resolved,25/Jun/19 05:34,09/Jul/19 16:12,
Bug,SPARK-28255,13243292,Upgrade dependencies with vulnerabilities,,bozho,Major,Resolved,Invalid,05/Jul/19 05:16,08/Jul/19 11:17,
Bug,SPARK-28200,13242110,Decimal overflow handling in ExpressionEncoder,mickjermsurawong-stripe,mgaido,Major,Resolved,Fixed,28/Jun/19 08:07,05/Jul/19 14:17,
Bug,SPARK-28251,13243221,Fix error message of inserting into a non-existing table,petertoth,petertoth,Minor,Resolved,Fixed,04/Jul/19 13:40,04/Jul/19 19:37,
Bug,SPARK-28142,13241155,KafkaContinuousStream ignores user configuration on CONSUMER_POLL_TIMEOUT,kabhwan,kabhwan,Major,Resolved,Fixed,24/Jun/19 01:06,04/Jul/19 05:27,
Bug,SPARK-28233,13242761,Upgrade maven-jar-plugin and maven-source-plugin,yumwang,yumwang,Major,Resolved,Fixed,02/Jul/19 13:43,03/Jul/19 12:50,
Bug,SPARK-28232,13242700,Add groupIdPrefix for Kafka batch connector,gsomogyi,gsomogyi,Major,Resolved,Fixed,02/Jul/19 09:37,02/Jul/19 12:42,
Bug,SPARK-28160,13241436,TransportClient.sendRpcSync may hang forever,cltlfcjin,cltlfcjin,Major,Resolved,Fixed,25/Jun/19 09:51,30/Jun/19 20:20,
Bug,SPARK-28109,13240452,TRIM(type trimStr FROM str) returns incorrect result,yumwang,yumwang,Major,Resolved,Fixed,19/Jun/19 15:59,24/Jun/19 02:38,
Bug,SPARK-27993,13238653,Port HIVE-12981 to hive-thriftserver,,yumwang,Major,Resolved,Won't Fix,11/Jun/19 00:11,23/Jun/19 16:31,
Bug,SPARK-28116,13240535,Fix Flaky `SparkContextSuite.test resource scheduling under local-cluster mode`,,dongjoon,Major,Closed,Duplicate,19/Jun/19 23:44,21/Jun/19 21:17,
Bug,SPARK-28062,13239749,HuberAggregator copies coefficients vector every time an instance is added,Andrew-C,Andrew-C,Major,Resolved,Fixed,15/Jun/19 19:24,19/Jun/19 14:00,
Bug,SPARK-28053,13239451,Handle a corner case where there is no `Link` header,dongjoon,dongjoon,Trivial,Resolved,Fixed,14/Jun/19 07:14,14/Jun/19 11:04,
Bug,SPARK-27664,13232444,"Performance issue with FileStatusCache, while reading from object stores.",,prashant,Major,Resolved,Won't Fix,09/May/19 11:10,13/Jun/19 05:04,
Bug,SPARK-28030,13239073,Binary file data source doesn't support space in file names,mengxr,mengxr,Major,Resolved,Fixed,12/Jun/19 15:47,12/Jun/19 20:46,
Bug,SPARK-27635,13231648,Prevent from splitting too many partitions smaller than row group size in Parquet file format,,cltlfcjin,Major,Closed,Invalid,05/May/19 09:47,10/Jun/19 16:12,
Bug,SPARK-27961,13237799,DataSourceV2Relation should not have refresh method,Gengliang.Wang,jzhuge,Minor,Resolved,Fixed,05/Jun/19 19:35,09/Jun/19 23:48,
Bug,SPARK-27858,13235883,Fix for avro deserialization on union types with multiple non-null types,gcmerz,dongjoon,Major,Resolved,Fixed,28/May/19 00:09,28/May/19 15:39,
Bug,SPARK-27657,13232283,ml.util.Instrumentation.logFailure doesn't log error message,darkcaller,mengxr,Minor,Resolved,Fixed,08/May/19 17:27,28/May/19 14:32,
Bug,SPARK-27248,13223394,REFRESH TABLE should recreate cache with same cache name and storage level,william1104,william1104,Major,Resolved,Fixed,22/Mar/19 16:41,28/May/19 00:43,
Bug,SPARK-27806,13234936,byName/byPosition should apply to struct fields as well,cloud_fan,cloud_fan,Major,Resolved,Fixed,22/May/19 15:55,27/May/19 17:53,
Bug,SPARK-27114,13220600,SQL Tab shows duplicate executions for some commands,,ajithshetty,Minor,Resolved,Duplicate,09/Mar/19 08:38,26/May/19 10:49,
Bug,SPARK-27824,13235253,Make rule EliminateResolvedHint idempotent,maryannxue,maryannxue,Minor,Resolved,Fixed,23/May/19 22:58,25/May/19 01:15,
Bug,SPARK-27444,13227475,multi-select can be used in subquery,cloud_fan,cloud_fan,Major,Resolved,Fixed,11/Apr/19 14:19,24/May/19 03:26,
Bug,SPARK-27778,13234321,toPandas with arrow enabled fails for DF with no partitions,dvogelbacher,dvogelbacher,Major,Resolved,Fixed,20/May/19 13:57,22/May/19 04:24,
Bug,SPARK-26592,13208841,Kafka delegation token doesn't support proxy user,gsomogyi,gsomogyi,Major,Resolved,Fixed,10/Jan/19 18:33,21/May/19 22:13,
Bug,SPARK-27207,13222677,There exists a bug with SortBasedAggregator where merge()/update() operations get invoked on the aggregate buffer without calling initialize,pgandhi,pgandhi,Minor,Closed,Not A Problem,19/Mar/19 21:13,18/May/19 03:19,
Bug,SPARK-27552,13229755,The configuration `hive.exec.stagingdir` is invalid on Windows OS,10110346,10110346,Minor,Resolved,Fixed,24/Apr/19 02:31,17/May/19 19:03,
Bug,SPARK-27674,13232665,the hint should not be dropped after cache lookup,cloud_fan,cloud_fan,Major,Resolved,Fixed,10/May/19 13:36,15/May/19 22:50,
Bug,SPARK-27671,13232629,Fix error when casting from a nested null in a struct,viirya,viirya,Major,Resolved,Fixed,10/May/19 10:39,14/May/19 16:40,
Bug,SPARK-27624,13231337,Fix CalenderInterval to show an empty interval correctly,dongjoon,dongjoon,Minor,Resolved,Fixed,02/May/19 18:49,08/May/19 21:35,
Bug,SPARK-27629,13231471,Prevent Unpickler from intervening each unpickling,viirya,viirya,Major,Resolved,Fixed,03/May/19 16:03,08/May/19 08:47,
Bug,SPARK-27590,13230622,do not consider skipped tasks when scheduling speculative tasks,cloud_fan,cloud_fan,Major,Resolved,Fixed,29/Apr/19 07:26,07/May/19 18:17,
Bug,SPARK-27577,13230257,Wrong thresholds selected by BinaryClassificationMetrics when downsampling,shishaochen,shishaochen,Minor,Resolved,Fixed,26/Apr/19 09:08,07/May/19 13:46,
Bug,SPARK-27051,13219401,Bump Jackson version to 2.9.8,yanboliang,yanboliang,Major,Resolved,Fixed,04/Mar/19 21:43,30/Apr/19 20:11,
Bug,SPARK-26936,13216796,"On yarn-client mode, insert overwrite local directory can not create temporary path in local staging directory",beliefer,beliefer,Major,Resolved,Fixed,20/Feb/19 02:43,30/Apr/19 02:49,
Bug,SPARK-26745,13212125,Non-parsing Dataset.count() optimization causes inconsistent results for JSON inputs with empty lines,hyukjin.kwon,sumitsu,Blocker,Resolved,Fixed,28/Jan/19 00:39,28/Apr/19 01:19,
Bug,SPARK-25776,13192731,The disk write buffer size must be greater than 12.,10110346,10110346,Minor,Resolved,Fixed,19/Oct/18 02:12,26/Apr/19 22:25,
Bug,SPARK-27477,13228381,Kafka token provider should have provided dependency on Spark,koert,koert,Trivial,Resolved,Fixed,16/Apr/19 16:23,26/Apr/19 18:54,
Bug,SPARK-27512,13228926,Decimal parsing leads to unexpected type inference,hyukjin.kwon,koert,Minor,Resolved,Fixed,18/Apr/19 18:42,24/Apr/19 07:24,
Bug,SPARK-27503,13228792,JobGenerator thread exit for some fatal errors but application keeps running,uncleGen,uncleGen,Major,Resolved,Fixed,18/Apr/19 08:20,23/Apr/19 14:14,
Bug,SPARK-27532,13229258,"Correct the default value in the Documentation for ""spark.redaction.regex""",shivusondur@gmail.com,shivusondur@gmail.com,Minor,Resolved,Fixed,21/Apr/19 05:35,21/Apr/19 08:05,
Bug,SPARK-27411,13226857,DataSourceV2Strategy should not eliminate subquery,Francis47,Francis47,Major,Resolved,Fixed,09/Apr/19 06:15,09/Apr/19 14:25,
Bug,SPARK-27390,13226247,Fix package name mismatch,dongjoon,dongjoon,Trivial,Resolved,Fixed,04/Apr/19 20:52,05/Apr/19 19:00,
Bug,SPARK-27140,13221269,The feature is 'insert overwrite local directory' has an inconsistent behavior in different environment.,,beliefer,Major,Resolved,Duplicate,13/Mar/19 02:29,26/Mar/19 02:17,
Bug,SPARK-27205,13222592,spark-shell with packages option fails to load transitive dependencies even ivy successfully pulls jars,kabhwan,kabhwan,Major,Resolved,Fixed,19/Mar/19 14:09,25/Mar/19 00:08,
Bug,SPARK-27250,13223429,Scala 2.11 maven compile should target Java 1.8,jzhuge,jzhuge,Minor,Resolved,Fixed,22/Mar/19 19:59,24/Mar/19 14:08,
Bug,SPARK-27251,13223433,@volatile var cannot be defined in case class in Scala 2.11,maropu,jzhuge,Minor,Resolved,Fixed,22/Mar/19 20:12,24/Mar/19 05:55,
Bug,SPARK-27078,13220057,Read Hive materialized view throw MatchError,yumwang,yumwang,Major,Resolved,Fixed,06/Mar/19 23:41,23/Mar/19 17:41,
Bug,SPARK-27112,13220569,Spark Scheduler encounters two independent Deadlocks when trying to kill executors either due to dynamic allocation or blacklisting ,pgandhi,pgandhi,Major,Resolved,Fixed,08/Mar/19 23:34,23/Mar/19 17:41,
Bug,SPARK-27165,13221765,Upgrade Apache ORC to 1.5.5,dongjoon,dongjoon,Major,Resolved,Fixed,14/Mar/19 22:20,23/Mar/19 17:40,
Bug,SPARK-27243,13223295,RuleExecutor throws exception when dumping time spent with no rule executed,mgaido,mgaido,Trivial,Resolved,Fixed,22/Mar/19 10:06,23/Mar/19 00:51,
Bug,SPARK-27215,13222832,Correct the kryo configurations,cltlfcjin,cltlfcjin,Major,Resolved,Fixed,20/Mar/19 12:51,20/Mar/19 21:29,
Bug,SPARK-27200,13222532,History Environment tab must sort Configurations/Properties by default,ajithshetty,ajithshetty,Minor,Resolved,Fixed,19/Mar/19 10:05,20/Mar/19 14:03,
Bug,SPARK-27011,13218610,reset command fails after cache table,ajithshetty,ajithshetty,Minor,Resolved,Fixed,28/Feb/19 11:12,18/Mar/19 05:43,
Bug,SPARK-27004,13218351,Code for https uri authentication in Spark Submit needs to be removed,vanzin,skonto,Minor,Resolved,Fixed,27/Feb/19 14:00,11/Mar/19 19:30,
Bug,SPARK-27116,13220617,Environment tab must sort Hadoop Configuration by default,ajithshetty,ajithshetty,Minor,Resolved,Fixed,09/Mar/19 11:43,11/Mar/19 13:46,
Bug,SPARK-27075,13220029,Sorting table column in SQL WEBUI page throws 'IllegalArgumentException',shahid,shahid,Major,Resolved,Fixed,06/Mar/19 20:45,11/Mar/19 06:05,
Bug,SPARK-27115,13220612,Exception thrown in UI when click on sort header in SQL Tab,,ajithshetty,Major,Resolved,Duplicate,09/Mar/19 10:33,09/Mar/19 10:45,
Bug,SPARK-27012,13218626,Storage tab shows rdd details even after executor ended,ajithshetty,ajithshetty,Major,Resolved,Fixed,28/Feb/19 13:10,05/Mar/19 18:56,
Bug,SPARK-26610,13209315,Fix inconsistency between toJSON Method in Python and Scala,,ueshin,Major,Resolved,Not A Problem,14/Jan/19 05:29,03/Mar/19 17:04,
Bug,SPARK-27002,13218309,Latest kafka delegation token not always picked up,gsomogyi,gsomogyi,Critical,Resolved,Fixed,27/Feb/19 10:43,27/Feb/19 18:10,
Bug,SPARK-27000,13218225,Global function that has the same name can't be overwritten in Python RDD API,hyukjin.kwon,hyukjin.kwon,Critical,Resolved,Fixed,27/Feb/19 02:56,27/Feb/19 17:36,
Bug,SPARK-26783,13212815,Kafka parameter documentation doesn't match with the reality (upper/lowercase),,gsomogyi,Minor,Resolved,Not A Bug,30/Jan/19 13:30,27/Feb/19 14:57,
Bug,SPARK-26950,13217108,Make RandomDataGenerator use Float.NaN or Double.NaN for all NaN values,dongjoon,dongjoon,Major,Resolved,Fixed,21/Feb/19 07:33,22/Feb/19 21:55,
Bug,SPARK-26851,13214695,CachedRDDBuilder only partially implements double-checked locking,bersprockets,bersprockets,Minor,Resolved,Fixed,08/Feb/19 18:52,22/Feb/19 06:29,
Bug,SPARK-26643,13210123,"Spark Hive throw an AnalysisException,when set table properties.But this AnalysisException contains one typo and one unsuited word.",,beliefer,Minor,Resolved,Not A Problem,17/Jan/19 10:33,21/Feb/19 03:17,
Bug,SPARK-26901,13216166,Vectorized gapply should not prune columns,hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,16/Feb/19 16:48,20/Feb/19 10:12,
Bug,SPARK-26889,13215943,Fix timestamp type in Structured Streaming + Kafka Integration Guide,gsomogyi,gsomogyi,Trivial,Resolved,Fixed,15/Feb/19 10:06,18/Feb/19 09:24,
Bug,SPARK-26840,13214302,Avoid cost-based join reorder in presence of join hints,maryannxue,maryannxue,Minor,Resolved,Fixed,07/Feb/19 03:49,15/Feb/19 00:59,
Bug,SPARK-26865,13215381,DataSourceV2Strategy should push normalized filters,dongjoon,cloud_fan,Major,Resolved,Fixed,13/Feb/19 03:03,14/Feb/19 00:08,
Bug,SPARK-25823,13193928,map_filter can generate incorrect data,,dongjoon,Critical,Closed,Duplicate,24/Oct/18 17:23,12/Feb/19 03:28,
Bug,SPARK-26583,13208648,Add `paranamer` dependency to `core` module,dongjoon,dongjoon,Major,Resolved,Fixed,09/Jan/19 22:48,08/Feb/19 08:47,
Bug,SPARK-26818,13213488,Make MLEvents JSON ser/de safe,hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,02/Feb/19 15:08,03/Feb/19 13:23,
Bug,SPARK-26808,13213225,Pruned schema should not change nullability,,viirya,Minor,Resolved,Won't Fix,01/Feb/19 02:04,02/Feb/19 07:18,
Bug,SPARK-26753,13212305,Log4j customization not working for spark-shell,ankur.gupta,ankur.gupta,Major,Resolved,Fixed,28/Jan/19 19:40,30/Jan/19 19:05,
Bug,SPARK-26732,13211945,Flaky test: SparkContextInfoSuite.getRDDStorageInfo only reports on RDDs that actually persist data,vanzin,vanzin,Major,Resolved,Fixed,25/Jan/19 22:13,30/Jan/19 15:14,
Bug,SPARK-26776,13212700,Reduce Py4J communication cost in PySpark's execution barrier check,hyukjin.kwon,hyukjin.kwon,Minor,Resolved,Fixed,30/Jan/19 02:42,30/Jan/19 04:28,
Bug,SPARK-26379,13204739,Use dummy TimeZoneId for CurrentTimestamp to avoid UnresolvedException in CurrentBatchTimestamp,kabhwan,kailashgupta1012,Major,Resolved,Fixed,16/Dec/18 16:36,29/Jan/19 01:04,
Bug,SPARK-26427,13206032,Upgrade Apache ORC to 1.5.4,dongjoon,dongjoon,Major,Resolved,Fixed,21/Dec/18 17:58,27/Jan/19 01:21,
Bug,SPARK-26711,13211440,JSON Schema inference takes 15 times longer,bersprockets,bersprockets,Major,Resolved,Fixed,24/Jan/19 03:13,26/Jan/19 05:19,
Bug,SPARK-26694,13211120,Console progress bar not showing in 3.0,ankur.gupta,vanzin,Critical,Resolved,Fixed,22/Jan/19 22:24,25/Jan/19 18:25,
Bug,SPARK-26661,13210324,Show actual class name of the writing command in CTAS explain,rednaxelafx,rednaxelafx,Trivial,Resolved,Fixed,18/Jan/19 08:30,22/Jan/19 21:59,
Bug,SPARK-26648,13210226,Noop Streaming Sink using DSV2,,smilegator,Major,Resolved,Duplicate,17/Jan/19 19:22,21/Jan/19 01:14,
Bug,SPARK-26671,13210629,Hadoop properties is displaying in spark local mode,,shahid,Minor,Resolved,Won't Fix,20/Jan/19 19:32,21/Jan/19 00:29,
Bug,SPARK-26658,13210254,Pyspark job is unable to serialize large objects ,,pgandhi,Minor,Resolved,Duplicate,17/Jan/19 22:08,20/Jan/19 09:45,
Bug,SPARK-26659,13210286,Duplicate cmd.nodeName in the explain output of DataWritingCommandExec,rednaxelafx,rednaxelafx,Trivial,Resolved,Fixed,18/Jan/19 01:53,18/Jan/19 06:47,
Bug,SPARK-26615,13209450,Fixing transport server/client resource leaks in the core unittests ,attilapiros,attilapiros,Major,Resolved,Fixed,14/Jan/19 15:58,16/Jan/19 15:03,
Bug,SPARK-26059,13198262,"Spark standalone mode, does not correctly record a failed Spark Job.",,prashant,Major,Resolved,Won't Fix,14/Nov/18 08:39,16/Jan/19 09:14,
Bug,SPARK-26551,13207858,Selecting one complex field and having is null predicate on another complex field can cause error,viirya,viirya,Major,Resolved,Fixed,06/Jan/19 03:58,11/Jan/19 19:26,
Bug,SPARK-26549,13207842,PySpark worker reuse take no effect for parallelize xrange,XuanYuan,XuanYuan,Major,Resolved,Fixed,05/Jan/19 18:48,09/Jan/19 06:14,
Bug,SPARK-26571,13208299,Update Hive Serde mapping with canonical name of Parquet and Orc FileFormat,Gengliang.Wang,Gengliang.Wang,Minor,Resolved,Fixed,08/Jan/19 12:41,09/Jan/19 03:11,
Bug,SPARK-26339,13203718,Behavior of reading files that start with underscore is confusing,Keiichi Hirobe,Keiichi Hirobe,Minor,Resolved,Fixed,11/Dec/18 13:27,08/Jan/19 03:27,
Bug,SPARK-26554,13207918,Update `release-util.sh` to avoid GitBox fake 200 headers,dongjoon,dongjoon,Blocker,Resolved,Fixed,06/Jan/19 22:59,08/Jan/19 01:56,
Bug,SPARK-26559,13207983,ML image can't work with numpy versions prior to 1.9,viirya,viirya,Major,Resolved,Fixed,07/Jan/19 09:34,07/Jan/19 10:39,
Bug,SPARK-26545,13207813,Fix typo in EqualNullSafe's truth table comment,rednaxelafx,rednaxelafx,Trivial,Resolved,Fixed,05/Jan/19 10:21,05/Jan/19 22:40,
Bug,SPARK-26426,13206011,ExpressionInfo related unit tests fail in Windows,yanlin-Lynn,yanlin-Lynn,Major,Resolved,Fixed,21/Dec/18 16:27,25/Dec/18 07:57
Bug,SPARK-26422,13205759,Unable to disable Hive support in SparkR when Hadoop version is unsupported,hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,20/Dec/18 15:26,21/Dec/18 08:13
Bug,SPARK-26382,13204839,prefix sorter should handle -0.0,cloud_fan,cloud_fan,Major,Resolved,Fixed,17/Dec/18 08:46,18/Dec/18 18:13
Bug,SPARK-26372,13204519,CSV parsing uses previous good value for bad input field,bersprockets,bersprockets,Major,Resolved,Fixed,14/Dec/18 16:38,16/Dec/18 04:05
Bug,SPARK-26317,13203366,Upgrade SBT to 0.13.18,dongjoon,dongjoon,Major,Resolved,Fixed,10/Dec/18 07:47,10/Dec/18 20:09
Bug,SPARK-26281,13202598,Duration column of task table should be executor run time instead of real duration,shahid,Gengliang.Wang,Minor,Resolved,Fixed,05/Dec/18 17:43,07/Dec/18 20:35
Bug,SPARK-26196,13200997,"Total tasks message in the stage is incorrect, when there are failed or killed tasks",shahid,shahid,Major,Resolved,Fixed,28/Nov/18 01:50,07/Dec/18 20:34
Bug,SPARK-26253,13201930,Task Summary Metrics Table on Stage Page shows empty table when no data is present,pgandhi,pgandhi,Minor,Resolved,Fixed,03/Dec/18 08:08,03/Dec/18 13:53
Bug,SPARK-26198,13201077,Metadata serialize null values throw NPE,yumwang,yumwang,Minor,Resolved,Fixed,28/Nov/18 12:21,03/Dec/18 05:44
Bug,SPARK-26186,13200918,In progress applications with last updated time is lesser than the cleaning interval are getting removed during cleaning logs,shahid,shahid,Major,Resolved,Fixed,27/Nov/18 17:56,29/Nov/18 17:52
Bug,SPARK-25989,13197342,OneVsRestModel handle empty outputCols incorrectly,podongfeng,podongfeng,Minor,Resolved,Fixed,09/Nov/18 07:59,28/Nov/18 15:33
Bug,SPARK-26159,13200283,Codegen for LocalTableScanExec,juliuszsompolski,juliuszsompolski,Major,Resolved,Fixed,23/Nov/18 16:08,28/Nov/18 05:37
Bug,SPARK-25786,13193011,"If the ByteBuffer.hasArray is false , it will throw UnsupportedOperationException for Kryo",10110346,10110346,Minor,Resolved,Fixed,20/Oct/18 02:39,24/Nov/18 15:35
Bug,SPARK-26144,13200016,`build/mvn` should detect `scala.version` based on `scala.binary.version`,dongjoon,dongjoon,Major,Resolved,Fixed,22/Nov/18 08:51,22/Nov/18 22:50
Bug,SPARK-26112,13199238,Update since versions of new built-in functions.,ueshin,ueshin,Major,Resolved,Fixed,19/Nov/18 06:40,19/Nov/18 14:19
Bug,SPARK-26068,13198511,ChunkedByteBufferInputStream is truncated by empty chunk,liulinhong,liulinhong,Major,Resolved,Fixed,15/Nov/18 05:12,19/Nov/18 14:13
Bug,SPARK-26005,13197629,Upgrade ANTRL to 4.7.1,smilegator,smilegator,Major,Resolved,Fixed,11/Nov/18 08:47,12/Nov/18 07:22
